ATTRIBUTE,SYSTEM_NAME,SUBSYSTEM_NAME,CLASS_NAME,SUBCLASS_NAME,SPLIT_CLASS_NAME,SPLIT_SUBCLASS_NAME,WATER_REGIME_NAME,WATER_REGIME_SUBGROUP,FIRST_MODIFIER_NAME,FIRST_MODIFIER_GROUP,FIRST_MODIFIER_SUBGROUP,SECOND_MODIFIER_NAME,SECOND_MODIFIER_GROUP,SECOND_MODIFIER_SUBGROUP
PSS3/FO4B,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,,,,,,
PSS3/FO4Ba,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PSS3/FO4Bb,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,,,
PSS3/FO4Bd,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS3/FO4Bg,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PSS3/FO4Bh,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS3/FO4C,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,,,,,,
PSS3/FO4Cd,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS3/FO4D,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Continuously  Saturated,Nontidal,,,,,,
PSS3/FO4Dh,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Continuously  Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS3/FO4E,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,,,,,,
PSS3/FO4Eb,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PSS3/FO4Eh,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS3/FO4R,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PSS3/FO4Rd,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Seasonally Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PSS3/FO4S,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Temporary Flooded-Tidal,Freshwater Tidal,,,,,,
PSS3/FO4Sd,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Needle-Leaved Evergreen,Temporary Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PSS3/FO6B,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Deciduous,Seasonally Saturated,Nontidal,,,,,,
PSS3/FO6C,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Deciduous,Seasonally Flooded,Nontidal,,,,,,
PSS3/FO7A,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Evergreen,Temporary Flooded,Nontidal,,,,,,
PSS3/FO7B,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Evergreen,Seasonally Saturated,Nontidal,,,,,,
PSS3/FO7C,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Forested,Evergreen,Seasonally Flooded,Nontidal,,,,,,
PSS3/USC,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,Unconsolidated Shore,,Seasonally Flooded,Nontidal,,,,,,
PSS3A,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Temporary Flooded,Nontidal,,,,,,
PSS3Ab,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Temporary Flooded,Nontidal,Beaver,Special Modifier,,,,
PSS3Ad,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS3Ah,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Temporary Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS3As,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Temporary Flooded,Nontidal,Spoil,Special Modifier,,,,
PSS3Ax,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Temporary Flooded,Nontidal,Excavated,Special Modifier,,,,
PSS3B,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,,,,,,
PSS3Ba,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PSS3Bb,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,,,
PSS3Bba,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,Acid,Water Chemistry,pH Modifiers for all Fresh Water
PSS3Bd,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS3Bda,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,Acid,Water Chemistry,pH Modifiers for all Fresh Water
PSS3Bdg,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,Organic,Soil,
PSS3Bf,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,Farmed,Special Modifier,,,,
PSS3Bg,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PSS3Bh,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS3Bha,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,Diked/Impounded,Special Modifier,,Acid,Water Chemistry,pH Modifiers for all Fresh Water
PSS3Bs,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,Spoil,Special Modifier,,,,
PSS3Bx,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Saturated,Nontidal,Excavated,Special Modifier,,,,
PSS3C,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded,Nontidal,,,,,,
PSS3Ca,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PSS3Cb,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded,Nontidal,Beaver,Special Modifier,,,,
PSS3Cd,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS3Cg,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded,Nontidal,Organic,Soil,,,,
PSS3Ch,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS3Cm,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded,Nontidal,Managed,Special Modifier,,,,
PSS3Cs,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded,Nontidal,Spoil,Special Modifier,,,,
PSS3Cx,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded,Nontidal,Excavated,Special Modifier,,,,
PSS3D,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Continuously  Saturated,Nontidal,,,,,,
PSS3Da,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Continuously  Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PSS3Db,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Continuously  Saturated,Nontidal,Beaver,Special Modifier,,,,
PSS3Dd,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Continuously  Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS3Dg,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Continuously  Saturated,Nontidal,Organic,Soil,,,,
PSS3Dh,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Continuously  Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS3E,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded/Saturated,Nontidal,,,,,,
PSS3Ea,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded/Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PSS3Eb,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PSS3Eba,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,Acid,Water Chemistry,pH Modifiers for all Fresh Water
PSS3Ebg,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,Organic,Soil,
PSS3Ed,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded/Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS3Eh,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS3Eha,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,Acid,Water Chemistry,pH Modifiers for all Fresh Water
PSS3Ex,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded/Saturated,Nontidal,Excavated,Special Modifier,,,,
PSS3K,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Artificially Flooded,Nontidal,,,,,,
PSS3Kf,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Artificially Flooded,Nontidal,Farmed,Special Modifier,,,,
PSS3Ks,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Artificially Flooded,Nontidal,Spoil,Special Modifier,,,,
PSS3Kx,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Artificially Flooded,Nontidal,Excavated,Special Modifier,,,,
PSS3R,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PSS3Rd,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PSS3Rh,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded-Tidal,Freshwater Tidal,Diked/Impounded,Special Modifier,,,,
PSS3Rh3,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded-Tidal,Freshwater Tidal,Diked/Impounded,Special Modifier,,Mixohaline/Mixosaline (Brackish),Water Chemistry,Coastal Halinity/Inland Salinity
PSS3Rs,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded-Tidal,Freshwater Tidal,Spoil,Special Modifier,,,,
PSS3Rx,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Seasonally Flooded-Tidal,Freshwater Tidal,Excavated,Special Modifier,,,,
PSS3S,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Temporary Flooded-Tidal,Freshwater Tidal,,,,,,
PSS3Sd,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Temporary Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PSS3Sh,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Temporary Flooded-Tidal,Freshwater Tidal,Diked/Impounded,Special Modifier,,,,
PSS3Ss,Palustrine,,Scrub-Shrub,Broad-Leaved Evergreen,,,Temporary Flooded-Tidal,Freshwater Tidal,Spoil,Special Modifier,,,,
PSS4/1A,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded,Nontidal,,,,,,
PSS4/1Ad,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/1Ax,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded,Nontidal,Excavated,Special Modifier,,,,
PSS4/1B,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,,,,,,
PSS4/1Ba,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PSS4/1Bb,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,,,
PSS4/1Bba,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,Acid,Water Chemistry,pH Modifiers for all Fresh Water
PSS4/1Bd,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/1Bg,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PSS4/1Bh,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS4/1Bs,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Spoil,Special Modifier,,,,
PSS4/1C,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,,,,,,
PSS4/1Cb,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Beaver,Special Modifier,,,,
PSS4/1Cd,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/1Cg,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Organic,Soil,,,,
PSS4/1Ch,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS4/1Cx,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Excavated,Special Modifier,,,,
PSS4/1D,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Continuously  Saturated,Nontidal,,,,,,
PSS4/1Dd,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Continuously  Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/1Dg,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Continuously  Saturated,Nontidal,Organic,Soil,,,,
PSS4/1Dh,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Continuously  Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS4/1E,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,,,,,,
PSS4/1Eb,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PSS4/1Ed,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/1Edg,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,Organic,Soil,
PSS4/1Eg,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Organic,Soil,,,,
PSS4/1Eh,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS4/1Ehg,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,Organic,Soil,
PSS4/1Ex,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Excavated,Special Modifier,,,,
PSS4/1Ks,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Artificially Flooded,Nontidal,Spoil,Special Modifier,,,,
PSS4/1R,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PSS4/1Rd,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/1Rg,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Flooded-Tidal,Freshwater Tidal,Organic,Soil,,,,
PSS4/1S,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded-Tidal,Freshwater Tidal,,,,,,
PSS4/1Sd,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/2A,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Deciduous,Temporary Flooded,Nontidal,,,,,,
PSS4/2Ad,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Deciduous,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/2B,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Saturated,Nontidal,,,,,,
PSS4/2Ba,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PSS4/2Bg,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PSS4/2Bha,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Saturated,Nontidal,Diked/Impounded,Special Modifier,,Acid,Water Chemistry,pH Modifiers for all Fresh Water
PSS4/2C,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Flooded,Nontidal,,,,,,
PSS4/2Cd,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/2D,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Deciduous,Continuously  Saturated,Nontidal,,,,,,
PSS4/2Db,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Deciduous,Continuously  Saturated,Nontidal,Beaver,Special Modifier,,,,
PSS4/2E,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,,,,,,
PSS4/2R,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Needle-Leaved Deciduous,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PSS4/3A,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Temporary Flooded,Nontidal,,,,,,
PSS4/3Ad,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/3B,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,,,,,,
PSS4/3Ba,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PSS4/3Bb,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,,,
PSS4/3Bba,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,Acid,Water Chemistry,pH Modifiers for all Fresh Water
PSS4/3Bd,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/3Bg,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PSS4/3Bha,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,Diked/Impounded,Special Modifier,,Acid,Water Chemistry,pH Modifiers for all Fresh Water
PSS4/3C,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded,Nontidal,,,,,,
PSS4/3Cd,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/3D,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Continuously  Saturated,Nontidal,,,,,,
PSS4/3Da,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Continuously  Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PSS4/3Dd,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Continuously  Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PSS4/3E,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,,,,,,
PSS4/3Ea,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PSS4/3Eb,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PSS4/3Ebg,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,Organic,Soil,
PSS4/3Eg,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Organic,Soil,,,,
PSS4/3Eh,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PSS4/3Ehg,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,Organic,Soil,
PSS4/3R,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PSS4/3S,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Broad-Leaved Evergreen,Temporary Flooded-Tidal,Freshwater Tidal,,,,,,
PSS4/6A,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Deciduous,Temporary Flooded,Nontidal,,,,,,
PSS4/6C,Palustrine,,Scrub-Shrub,Needle-Leaved Evergreen,Scrub-Shrub,Deciduous,Seasonally Flooded,Nontidal,,,,,,
