ATTRIBUTE,SYSTEM_NAME,SUBSYSTEM_NAME,CLASS_NAME,SUBCLASS_NAME,SPLIT_CLASS_NAME,SPLIT_SUBCLASS_NAME,WATER_REGIME_NAME,WATER_REGIME_SUBGROUP,FIRST_MODIFIER_NAME,FIRST_MODIFIER_GROUP,FIRST_MODIFIER_SUBGROUP,SECOND_MODIFIER_NAME,SECOND_MODIFIER_GROUP,SECOND_MODIFIER_SUBGROUP
PEM1/SS4Ah,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Temporary Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PEM1/SS4Ax,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Temporary Flooded,Nontidal,Excavated,Special Modifier,,,,
PEM1/SS4B,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,,,,,,
PEM1/SS4Ba,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PEM1/SS4Bb,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,,,
PEM1/SS4Bd,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PEM1/SS4Bg,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PEM1/SS4C,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,,,,,,
PEM1/SS4Cb,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,Beaver,Special Modifier,,,,
PEM1/SS4Cd,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PEM1/SS4Ch,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PEM1/SS4Cm,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,Managed,Special Modifier,,,,
PEM1/SS4Cx,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,Excavated,Special Modifier,,,,
PEM1/SS4D,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Continuously  Saturated,Nontidal,,,,,,
PEM1/SS4Db,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Continuously  Saturated,Nontidal,Beaver,Special Modifier,,,,
PEM1/SS4Dd,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Continuously  Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PEM1/SS4E,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,,,,,,
PEM1/SS4Ea,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PEM1/SS4Eb,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PEM1/SS4Ebg,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,Organic,Soil,
PEM1/SS4Ed,Palustrine,,Emergent,Persistent,Scrub-Shrub,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
